date,t_mean,t_max,ghi,north,east,south,west
2025-11-27,17.900000,25.650000,3.939100,0.881721,2.395412,5.228192,2.118781
2025-11-28,18.350000,24.510000,3.439400,1.185652,2.092077,3.862319,1.805589
2025-11-29,18.220000,23.380000,2.787400,1.364858,1.524717,2.072294,1.603809
2025-11-30,15.470000,22.460000,3.399100,1.209321,1.420004,3.366165,2.110183
2025-12-01,16.610000,23.080000,3.707300,0.888127,2.322904,5.005664,2.116793
2025-12-02,17.040000,23.880000,3.448300,0.797427,2.323718,4.855511,1.994158
2025-12-03,17.820000,24.600000,3.485500,0.988738,2.052149,4.422895,1.936209
2025-12-04,19.030000,26.920000,3.442800,0.999987,1.871571,4.133536,1.913569
2025-12-05,18.400000,25.380000,3.179300,1.098440,1.711136,3.548585,1.943986
2025-12-06,15.220000,22.410000,2.874700,1.087778,1.384456,2.926902,1.766853
2025-12-07,13.340000,19.910000,3.359500,1.139480,1.550989,3.520117,1.934832
2025-12-08,13.660000,19.980000,2.756600,1.188073,1.315729,2.393510,1.606907
2025-12-09,14.130000,19.750000,3.058300,1.195531,1.605778,3.006523,1.711450
2025-12-10,15.620000,20.360000,2.712700,1.021689,1.702938,2.919424,1.653485
2025-12-11,15.250000,21.360000,3.037200,0.969570,1.820768,3.663186,1.670246
2025-12-12,15.670000,20.920000,2.892000,0.909612,1.926102,3.504249,1.376221
2025-12-13,16.140000,21.650000,3.474200,0.866238,2.282611,4.703919,1.673255
2025-12-14,16.770000,21.570000,3.435800,0.833698,1.932627,4.752597,2.015418
2025-12-15,15.440000,21.180000,3.020400,0.902270,1.901243,3.884492,1.770919
2025-12-16,15.740000,21.700000,2.895100,0.941528,2.188335,3.590924,1.488273
2025-12-17,14.450000,20.300000,3.202100,0.949572,1.619659,4.172624,2.278014
2025-12-18,13.460000,21.440000,3.643700,0.769139,2.220798,5.483586,2.318165
2025-12-19,13.990000,21.600000,3.568100,0.858792,2.390563,5.237605,2.122766
2025-12-20,15.520000,24.050000,3.646300,0.746082,2.241943,5.434887,2.168583
2025-12-21,14.960000,22.670000,3.533300,0.895041,1.855697,4.724694,2.063548
2025-12-22,13.000000,21.020000,3.600700,1.001044,2.115835,4.608953,1.921698
2025-12-23,12.470000,20.480000,3.612200,0.905221,2.073779,4.865504,2.053077
2025-12-24,14.600000,22.060000,3.694800,0.771685,2.352434,5.475820,2.123590
2025-12-25,14.830000,22.710000,3.274100,0.950142,1.879955,4.139810,1.887041
2025-12-26,14.420000,22.010000,3.474000,0.875081,2.136539,4.861779,2.171613
2025-12-27,13.600000,20.970000,3.190100,0.960363,1.987619,4.140969,1.880545
2025-12-28,12.990000,19.190000,3.213400,1.074059,2.226809,3.813332,1.769720
2025-12-29,13.830000,20.180000,2.852600,0.869976,1.906538,3.667670,1.423559
2025-12-30,14.640000,20.580000,3.352800,1.016811,2.530802,4.217161,1.439894
2025-12-31,13.560000,20.030000,3.563300,1.000800,1.790079,4.428847,2.076067
