date,t_mean,t_max,ghi,north,east,south,west
2025-11-28,25.160000,27.150000,4.165000,1.276880,2.283759,4.068153,2.168289
2025-11-29,25.170000,27.300000,4.010400,1.357413,2.060779,3.684881,2.147476
2025-11-30,24.990000,27.110000,3.860400,1.441059,2.120222,3.329899,1.965514
2025-12-01,24.710000,26.770000,3.880100,1.426489,2.016131,3.378196,2.060829
2025-12-02,25.030000,27.340000,3.766600,1.399488,2.150184,3.557430,2.031109
2025-12-03,24.950000,27.480000,4.044500,1.236134,2.199065,4.016177,2.080279
2025-12-04,24.900000,27.530000,3.882000,1.290208,2.142195,3.616281,1.864128
2025-12-05,24.820000,26.540000,2.715600,1.308674,1.367600,1.722605,1.582409
2025-12-06,24.660000,26.740000,3.576200,1.309105,1.974009,3.140787,1.765139
2025-12-07,24.860000,28.030000,4.006800,1.266628,2.049930,3.958031,2.226982
2025-12-08,24.940000,28.740000,4.073000,1.204990,2.397553,4.391891,2.055790
2025-12-09,25.120000,28.720000,4.041100,1.232677,2.147854,4.213698,2.287175
2025-12-10,24.540000,28.340000,4.059600,1.182707,2.217080,4.290680,2.167555
2025-12-11,24.740000,28.550000,3.540000,1.557201,2.141347,2.858492,1.763476
2025-12-12,24.740000,28.390000,4.020000,1.160864,2.152236,4.292477,2.207621
2025-12-13,24.810000,28.100000,3.839800,1.264496,1.940548,3.769211,2.114282
2025-12-14,23.960000,24.970000,3.014900,1.224055,1.524778,2.528082,1.827980
2025-12-15,24.690000,28.220000,3.805400,1.196433,2.239751,3.918827,1.846151
2025-12-16,23.550000,26.210000,2.052200,0.985933,1.093188,1.430856,1.252213
2025-12-17,23.710000,26.370000,2.951800,1.258766,1.701134,2.319599,1.441366
2025-12-18,24.130000,27.040000,2.468400,1.235393,1.274896,1.509652,1.338330
2025-12-19,18.870000,20.180000,2.776600,1.282214,1.332284,1.960342,1.619984
2025-12-20,18.990000,20.790000,3.833000,1.491346,1.922442,3.286917,2.087782
2025-12-21,19.830000,21.860000,3.173500,1.395393,1.680960,2.433669,1.801270
2025-12-22,20.470000,23.020000,4.106200,1.282706,2.161473,4.295621,2.263695
2025-12-23,20.570000,22.970000,4.223000,1.140977,2.420059,4.761937,2.268801
2025-12-24,21.100000,23.110000,4.072300,1.115661,2.429595,4.576864,2.022734
2025-12-25,21.630000,23.300000,3.469400,1.251087,1.811080,3.271619,1.917639
2025-12-26,21.830000,23.420000,3.358300,1.227272,1.879930,3.144319,1.749222
2025-12-27,21.720000,24.080000,3.582500,1.358256,1.861041,3.107120,1.826647
2025-12-28,22.400000,25.590000,3.696700,1.280893,1.773344,3.360832,1.930859
2025-12-29,22.560000,25.620000,3.623500,1.333541,1.804146,3.227558,1.975108
2025-12-30,21.900000,23.710000,3.999400,1.296620,2.045116,3.937885,2.121411
2025-12-31,19.960000,21.070000,3.290600,1.495696,1.762811,2.369413,1.700553
